bgg_id,name
840,Uncle Rez
841,Deer Valley Game Company
843,Gamescience
845,National Geographic Society
846,Sports Illustrated
847,Chieftain Products
849,Firefly Games
850,GameStar Designs
851,Raccoon GameWorks
852,New Earth Games
853,"Urban Systems, Inc."
854,Paragon Reiss
855,Phalanx Games B.V.
858,Grow Jogos e Brinquedos
859,Hoyle Products
860,"Charles Games Concepts, Inc."
861,Bioviva
862,Captivation Corporation
863,The Jones Group
864,Lugano Toys
866,H. Alexander Estreicher Associates
867,"J.A.S.P., Inc."
868,"Reveal Entertainment, Inc."
869,"Kondrick, Inc."
870,T.L.C.
871,Century 21 Board Games
872,Countermoves
873,Warp Spawn Games
874,Bar Sinister Inc.
875,Schylling
876,Strawberry Fayre
877,"What-cha-Ma-Call-It, Inc"
878,Games For the Mind
879,Artistically Inclined
880,Midnight Games
881,Wilcot Group
882,"Whiteoak Games, Ltd."
884,Third World Games
885,Medallion Simulations
886,Ultimate Games
887,Donruss
888,Companion Games
889,Ideas by Sears
890,The Skip-bo Company
892,Boingo Games
893,Gameshop
895,MPH Games Co.
896,Franklin Mint
897,Homas Spelen
899,Andon Unlimited
900,Green Board Game Co.
901,"TW2, Ltd"
902,Dream Pod 9
903,Musashi Enterprises
904,Voyager Entertainment
905,Ground Zero Games
906,Play Net Spieleverlag
907,Loki Games Ltd. (BG Publisher)
908,"Nuclear Escape, Inc."
909,Week End Games
910,"Plum Publishing, Inc."
911,Red Inc
912,Sho-Kikaku
913,Envelope Games
914,Shoptaugh Games
915,Pantheon Books
916,Universal Distributors
917,DV Games
918,Game Concepts
919,Wegman Entertainment
920,Miro Company
921,Coyote Games
922,Leisure Three Enterprises
923,Line of Sight Games
925,Dirnea Inc
926,Imagination Games
927,Cloud Kingdom Games
928,"Critical Hit, Inc."
929,Van der Veer Games
930,Matchbox
931,Microgame Design Group
932,CBS Electronics
933,"Griffin Games, Inc."
934,Bandai
935,Spearhead Games
936,Intellijeux
937,Cell Entertainment AB
938,Wargames Research Group
939,Allumbra
940,Gay-Play
941,Hot Jam Games
942,Pal Productions
943,"Kashanebo, Inc."
944,Inner City Games Designs
945,Reiss Games
946,"Ways With Words, Inc."
947,Merriment Incorporated
948,Gentertainment Inc.
949,"Boyle & Elggren, Inc."
950,"Zipwhaa, Inc."
951,Baronage Press
952,Gallimard
953,Prodijeux
954,Henard Industries
955,Kitchen Table Games
956,CardChess International
957,"The Future Trends Experience, Ltd."
958,Gammon Games
959,"Janjohn Games, Inc."
960,Lauwers Games
961,Blue Guidon Games
962,Omega Games (I)
963,Vision Quest
964,Tactic
965,Black & White Diversities
966,Proper Enterprises
967,Teaching Concepts
968,Word Quest USA
969,MJ Moran Company
970,Faysylwood Press
971,EIDOS Interactive
972,Dart Flipcards
973,Guardians of Order
974,Blood & Cardstock Games
975,Oriflam
976,Destination Games
977,Heathen Thorn Enterprises
978,HBOD Systems
979,Fun Da Mental Games (Tellurian International)
980,Schlup Games
981,Magic & Tactics Unlimited
982,Gametesters
983,Sunrise Publishing
984,T.J. GEAR CO.
985,"Dragonlords, Inc."
986,Hidden Hills Productions
987,Holigames
988,Simulations Canada
989,Gecko Games (I)
990,SpielArten Ulf Siebert (SAUS)
991,Globopolis
992,One Small Step
993,Arrco Playing Card Co.
995,Shinwa Corporation
996,"Herbko International, Inc."
997,Swedish Game Production
998,Cincinnati Game Co.
999,Fireside Game Co.
1000,Club Bleib Gesund Plus
1001,(Web published)
1002,Lichtwehr Pharma
1003,Tolany LLC
1004,"C3, Inc."
1005,DIPCo
1006,"Corsair Publishing, LLC"
1007,Stupendous Games
1008,Borderland Games
1009,APE Games
1011,BSO Games
1012,Magefire Co.
1013,Carpe Diem Games
1015,eggertspiele
1016,Pro Ligno Spielewerkstatt
1017,ABRA
1018,thepollgame L.L.C.
1019,CASA Consultors i Arquitectes SL
1020,Nürnberger-Spielkarten-Verlag
1021,Navigation Games Inc
1022,Fagus
1023,"Simulation Design, Inc."
1024,Marx Toys
1025,Transogram
1026,Tiger Games
1027,Days of Wonder
1028,Attactix Adventure Games
1030,Innovention
1032,The Buntu Circus
1033,Ophiel Enterprise Inc.
1034,Tsukuda Hobby
1035,Starwood Enterprises
1036,Benco Boardgames
1037,Nyte Tyme Enterprises Incorporated
1038,Kidz Biz
1039,Nucraft Toys
1040,Paper General
1041,Johnny Reb Game Company
1042,"Colour of Strategy, Ltd."
1043,Herder Spiele
1044,K-Tel International
1046,JM Games LLC
1047,"Word Origin, Inc."
1048,Gamemakers Limited
1050,Jeux Actuels
1051,Chatham Hill Games
1052,ToyCo
1054,LJN Toys
1055,"Games for Industry, Inc."
1056,Communications/Research/Machines/Inc.
1057,Action Puzzles
1058,Cahaba Productions
1059,Resource Games
1060,Ediciones de Mente
1061,Ruibal Hermanos S.A.
1062,Green Games (I)
1063,Overlord Games
1064,"Games Research, Inc."
1068,"Mr. Toad Products, Inc."
1069,"Rachat, Inc."
1070,San Serif Print Promotions Ltd (Serif)
1071,AJE Enterprises
1072,Bear Swamp Productions
1073,JB Games
1074,Egel-Spelen
1075,Gametree
1076,Golden Seal Press
1077,"Anthony Innovations, Inc."
1078,Ben Sanders Co.
1079,EarthRise Creations
1080,KOOKIE Games
1081,Prestel Verlag
1082,"Ellis and Company Publishing, Inc."
1084,D'Ice Inc.
1085,We R FUN
1087,Pin International
1088,J.D. Quest
1089,Arcane Games
1090,Technicon Medical Information Systems Corporation
1091,"Hillbar Enterprises, Inc."
1092,"Hidden Talents, LLC"
1093,Fugitive Games
1094,Games & Puzzles Publications
1095,Replay Publishing
1096,"Turner Research, Ltd."
1097,Great American Game Company
1098,Fox Valley Trails
1099,Lunch Table Inc.
1100,"World Book, Inc."
1101,Cummins Enterprises
1102,Pacific Rim Publishing
1103,West Shore Games
1104,R3 Games
1105,Gamesman Inc
1106,Ludi-Storia
1107,Char-Donn Creative Marketing
1108,Pentalpha Game Corporation
1109,Triumph Game Company
1110,Argon Games
1111,Privateer Press
1112,QuizViz INC.
1113,Jamie Swise
1114,Palabra Enterprises
1115,DG Associates
1116,Trail Map Games LLC
1117,Splash Games
1118,Feige Spiele
1119,Mysteries by Vincent
1120,TAG
1121,Sterling Publishing Co.
1122,Hobbygames Ltd.
1123,Holdsworth Thos & Sons
1124,Warhorse Simulations
1125,Tudor Games
1126,Gamesmiths
1127,UNGAR Games
1128,Ozmioz Games
1129,Kopptronix Co.
1130,Blue Kabuto
1131,Déclaration de Berne
1132,Proverbial Wisdom LLC
1133,Maplay Games Ltd.
1134,Rhino Studios
1135,Mario Fischel Toys & Games
1136,PR Enterprises
1137,"MindGames, Inc."
1138,"Sababa Toys, Inc."
1139,"Coleco Industries, Inc."
1140,Earls of Esoterica
1141,Dearborn Industries
1142,Rykodisc
1143,IDEAlogists LLC
1144,"International Playthings, Inc."
1145,Sagacity Games
1146,Saml. Gabriel Sons and Company
1147,"Just a Game, Inc."
1148,Better Games
1149,"Whitehall Games, Inc."
1150,"Brainstorm Games, Inc."
1151,The Triangle Partnership
1152,"Hauberk, Inc."
1153,Knepshield-Seelbrede
1154,L.J.S. Sales and Manufacturing Co.
1155,Schaper
1156,"Distinctive Games, Inc."
1157,Little Soldier Games
1158,Ramco Games
1159,"Invisions, Inc."
1160,"Wine Diversions, LTD"
1161,Fresno Gaming Association History Games
1163,Rand Game Associates
1164,History Craft
1165,Super Game Company
1166,FUBI-Spielvertrieb
1167,Amway
1169,Iktomi (Canada)
1170,ESM Marketing Group
