bgg_id,name
5862,Toys: Bratz
5863,TV Shows: Dora the Explorer
5867,Series: Estrategia-Simulador (Cefa)
5880,Series: Abstract (Lakeside)
5881,Game: Blockade
5882,Toys: LEGO
5887,Series: Play (Scandecor)
5890,Theme: Motorcycles
5902,Components: Marbles
5906,Game: Shopping List
5914,Collectible: Collectible Miniatures Games
5918,Game: BattleTech
5919,Series: Smart 7
5955,Series: Duel (Clipper)
6019,Series: Country Trivia (Tactic)
6020,Game: Alias
6021,Series: Let's Learn... (Tactic)
6022,Series: Lexico (Tactic)
6023,Series: LogIQ (Tactic)
6024,Series: Milliarder (Top Games)
6025,Series: Frågekort (Tactic)
6026,Series: What Everyone Should Know About... (Tactic)
6027,TV Shows: Who Wants To Be A Millionaire
6036,Series: Murder à la carte
6037,Collectible: Collectible Dice Games
6040,Collectible: Collectible Card Games
6041,Game: Pictionary
6042,Traditional Games: Charades
6043,Sports: Mountain Climbing
6096,Sports: Hunting
6120,Game: Herocard
6121,Game: Spanish Fury
6135,Game: Steam
6137,Components: Block Wargames
6139,Magazine: CounterAttack
6176,Game: Universal Fighting System
6204,Movies: Toy Story
6206,Sports: Auto Racing
6207,Magazine: The Wargamer
6208,Magazine: Gamefix
6210,Magazine: Ares
6221,Magazine: Panzerschreck (Minden Games)
6223,Magazine: Command & Strategy
6226,Series: Age of Battles (Zvezda)
6229,Collectible: Collectible Token Games
6256,Series: MicroGame (Metagaming)
6258,Theme: Time Travel
6265,Series: Rule For The Common Man (Peter Pig)
6286,Series: Grand Tactical (MMP)
6291,Series: Naval Thunder (Steel Dreadnought Games)
6323,Game: Iron Kingdoms
6324,Game: DBx
6334,Series: AirWar (Wessex)
6335,Game: Victory at Sea
6336,Game: Flintloque
6357,Series: Fantasy Nations (Roaming Panther Game)
6359,Series: Harpoon (Admiralty Trilogy Group)
6363,Containers: Tubes
6364,Holidays: Christmas
6375,Series: Confrontation (Rackham Entertainment / Dust Games)
6377,Series: Canadian Wargamers Group Miniatures Rules
6379,Game: War at Sea
6380,Series: War in Europe (SPI)
6388,Series: 30 years war (TCS)
6389,Game: GiftTRAP
6392,Series: Gunpowder Strategy (Avalanche Press)
6393,Theme: Flowers
6414,Series: Tactical WWII Naval Wargames (SimCan)
6428,Creatures: Vampires
6429,Comic Books: Yu-Gi-Oh!
6438,Series: 12 Minute Games
6441,Contests: Sneaky Sci Fi
6459,Series: 3M Sports Games
6460,Series: Games for 2 (Eurogames)
6462,Series: Legends of the Ancient World (Dark City Games)
6471,Country: Egypt
6480,Animals: Camels
6485,Misc: Mensa Select
6487,Series: Check Your 6!
6496,Sports: Skateboarding
6497,Sports: Surfing
6507,Animals: Rabbits
6508,Series: Don Q. Series
6509,Series: Picture Book Games (Nova Game Designs)
6511,Series: Battlegame Books (Andrew McNeil)
6579,Series: Texas (Piatinik)
6580,Game: Rummikub
6764,Series: Campaigns in Russia (Frank Chadwick)
6791,Movies: The Nightmare Before Christmas
6813,Game: Phase 10
6819,Books: Alice in Wonderland
6837,Series: WolfParty Collection (daVinci Games)
6896,Setting: Renegade Legion
6901,Components: Nestortiles
6905,Series: Het Grote Spel (Identity Games)
6924,Theme: Sci-Fi Sports
6925,Theme: Fantasy Sports
6949,Sports: Billiards / Snooker / Pool
6963,Series: Filosofia Reprints
6970,Game: Crossbows and Catapults
6973,Sports: Aerial Racing
6979,Animals: Elephants
6993,Theme: Gladiators
6994,Animals: Frogs / Toads
6998,Series: Ports of Europe (Hans van Tol)
6999,Series: Kaarten met Koeien (The Game Master BV)
7005,Creatures: Dragons
7007,Series: Yvio
7127,Game: Battleship
7178,Animals: Apes / Monkeys
7260,Animals: Kangaroos
7265,Animals: Bears
7269,Animals: Mice
7306,Animals: Ducks
7307,Setting: Dungeons & Dragons
7309,Series: U-Build (Hasbro)
7332,Game: Game of Life
7334,Animals: Cats
7335,Components: Videocassettes
7336,Series: Traveller (Ravensburger)
7345,Mechanism: Connection
7348,Components: DVDs
7349,Animals: Dogs
7357,Components: Tarot Cards
